1类置信率,2类置信率,3类置信率,预测分类,实际分类,预测正确
6.15E-16,1,4.53E-17,2,2,1
0.000290103,0.999709666,1.82E-07,2,2,1
0.999999523,2.93E-09,4.94E-07,1,1,1
1,3.95E-16,1.27E-10,1,1,1
1,1.29E-22,1.68E-12,1,1,1
1,2.10E-22,2.22E-12,1,1,1
1,6.86E-22,2.98E-11,1,1,1
1,9.36E-24,4.19E-13,1,1,1
1,1.14E-24,5.04E-11,1,1,1
1,1.22E-23,1.79E-13,1,1,1
1,1.22E-21,3.11E-11,1,1,1
1,8.79E-24,4.47E-14,1,1,1
1,5.47E-26,8.00E-14,1,1,1
1,7.25E-25,1.26E-15,1,1,1
1,1.88E-18,8.49E-13,1,1,1
1,1.63E-19,3.00E-13,1,1,1
1,2.12E-16,8.33E-15,1,1,1
1,8.87E-14,1.95E-14,1,1,1
1,1.66E-13,5.00E-14,1,1,1
1,2.61E-22,3.74E-23,1,1,1
1,4.13E-19,1.21E-19,1,1,1
1,3.39E-14,1.88E-14,1,1,1
1,7.80E-10,3.49E-08,1,1,1
1,2.17E-09,2.36E-08,1,1,1
0.999999881,1.32E-10,1.06E-07,1,1,1
0.999992371,2.06E-07,7.38E-06,1,1,1
0.999989867,1.51E-07,1.01E-05,1,1,1
1,1.40E-12,4.49E-12,1,1,1
1,5.20E-11,2.89E-12,1,1,1
0.999875784,0.000123693,5.29E-07,1,1,1
0.707445741,0.292542517,1.17E-05,1,1,1
3.92E-06,0.999996066,1.31E-09,2,2,1
1.62E-05,0.999983788,5.24E-08,2,2,1
3.13E-11,1,5.04E-12,2,2,1
2.11E-09,1,1.34E-10,2,2,1
0.000288334,0.999707043,4.66E-06,2,2,1
0.000120861,0.999863267,1.59E-05,2,2,1
0.952756226,0.046783175,0.000460599,1,1,1
0.999999523,4.82E-07,7.75E-09,1,1,1
1,5.48E-12,2.32E-13,1,1,1
1,3.39E-08,2.91E-10,1,1,1
1,1.75E-09,3.09E-11,1,1,1
0.000575408,0.999418974,5.55E-06,2,2,1
1.85E-07,0.999999762,6.50E-09,2,2,1
3.76E-12,1,8.50E-13,2,2,1
5.44E-14,1,2.56E-14,2,2,1
9.61E-13,1,3.22E-14,2,2,1
1.67E-14,1,6.23E-16,2,2,1
1.15E-10,1,1.23E-12,2,2,1
1.12E-17,1,1.40E-19,2,2,1
2.59E-14,1,1.17E-16,2,2,1
2.95E-12,1,2.22E-14,2,2,1
1.81E-16,1,1.04E-18,2,2,1
3.67E-18,1,8.35E-20,2,2,1
4.21E-18,1,8.31E-20,2,2,1
9.55E-19,1,2.17E-20,2,2,1
3.24E-19,1,9.36E-21,2,2,1
9.78E-17,1,2.27E-16,2,2,1
9.12E-07,0.999992609,6.40E-06,2,2,1
0.938106775,0.058520254,0.00337289,1,1,1
0.999997139,2.74E-06,7.57E-08,1,1,1
1,8.13E-13,1.16E-12,1,1,1
1,5.76E-11,8.07E-12,1,1,1
1,2.14E-09,8.02E-10,1,1,1
1,3.06E-09,1.08E-08,1,1,1
0.999997854,6.95E-07,1.44E-06,1,1,1
0.99993217,4.56E-07,6.74E-05,1,1,1
0.039014183,1.79E-08,0.96098578,3,3,1
0.012516831,4.26E-07,0.987482786,3,3,1
5.41E-06,5.88E-05,0.999935865,3,3,1
5.26E-06,3.77E-07,0.999994397,3,3,1
7.20E-07,2.89E-08,0.999999285,3,3,1
1.65E-10,2.54E-10,1,3,3,1
7.60E-09,9.63E-10,1,3,3,1
1.89E-06,3.48E-07,0.999997735,3,3,1
0.056957278,0.075572208,0.867470503,3,3,1
2.89E-06,4.43E-05,0.999952793,3,3,1
4.61E-11,1.12E-10,1,3,3,1
5.22E-10,2.17E-07,0.999999762,3,3,1
0.000291239,0.817980766,0.181727976,2,2,1
0.998519361,0.001380516,0.000100111,1,1,1
0.999996781,2.93E-06,2.32E-07,1,1,1
0.999999523,4.27E-07,3.34E-08,1,1,1
0.999994755,4.91E-06,3.29E-07,1,1,1
1,1.81E-08,4.57E-09,1,1,1
0.999999762,1.80E-07,2.93E-08,1,1,1
0.999998927,9.78E-07,9.30E-08,1,1,1
0.999992013,7.69E-06,3.03E-07,1,1,1
1,2.91E-08,1.89E-10,1,1,1
0.999880791,0.000119074,1.53E-07,1,1,1
0.998697519,0.001300493,1.89E-06,1,1,1
0.998809338,0.001190208,4.44E-07,1,1,1
0.979312062,0.02067117,1.68E-05,1,1,1
0.987960517,0.012013535,2.59E-05,1,1,1
0.999884129,0.000114692,1.13E-06,1,1,1
0.999995112,4.49E-06,3.34E-07,1,1,1
0.999996662,3.09E-06,2.88E-07,1,1,1
0.999999881,8.00E-08,1.03E-08,1,1,1
1,2.77E-10,4.49E-11,1,1,1
1,5.30E-19,2.56E-19,1,1,1
1,4.98E-27,1.61E-26,1,1,1
1,8.56E-34,3.29E-32,1,1,1
1,0,0,1,1,1
1,0,0,1,1,1
1,1.69E-28,2.69E-28,1,1,1
1,8.45E-25,7.08E-25,1,1,1
1,7.17E-21,2.99E-21,1,1,1
0.989812672,0.010182247,5.02E-06,1,1,1
2.56E-12,1,8.51E-15,2,2,1
8.39E-14,1,1.02E-15,2,2,1
1.40E-19,1,2.12E-21,2,2,1
1.01E-18,1,1.41E-20,2,2,1
1.36E-18,1,2.42E-20,2,2,1
5.43E-20,1,7.89E-22,2,2,1
3.07E-21,1,5.82E-23,2,2,1
2.55E-20,1,2.93E-22,2,2,1
1.91E-22,1,3.86E-24,2,2,1
6.63E-21,1,6.62E-23,2,2,1
4.13E-20,1,3.07E-22,2,2,1
1.03E-22,1,7.03E-25,2,2,1
2.34E-22,1,7.42E-24,2,2,1
3.57E-18,1,4.80E-20,2,2,1
3.48E-20,1,2.96E-21,2,2,1
5.97E-14,1,3.00E-15,2,2,1
0.571865678,0.428127676,6.70E-06,1,1,1
1,5.47E-22,1.18E-18,1,1,1
1,2.04E-15,4.25E-11,1,1,1
1,3.33E-22,9.15E-16,1,1,1
1,3.75E-23,3.12E-15,1,1,1
1,5.36E-25,1.64E-14,1,1,1
1,6.55E-24,1.35E-13,1,1,1
1,1.55E-24,6.73E-13,1,1,1
1,7.93E-25,2.59E-14,1,1,1
1,8.16E-25,4.26E-14,1,1,1
1,2.13E-25,1.54E-15,1,1,1
1,5.34E-28,2.60E-16,1,1,1
1,3.76E-24,2.96E-13,1,1,1
1,1.52E-21,2.05E-09,1,1,1
1,1.50E-23,9.22E-11,1,1,1
1,3.08E-24,2.21E-14,1,1,1
1,5.33E-21,3.09E-16,1,1,1
1,5.74E-19,1.69E-17,1,1,1
1,4.87E-16,3.80E-16,1,1,1
1,4.07E-16,2.48E-16,1,1,1
1,6.59E-15,9.03E-14,1,1,1
1,4.07E-10,1.71E-09,1,1,1
1,3.17E-09,5.76E-09,1,1,1
0.999999642,1.82E-07,1.21E-07,1,1,1
1,8.06E-10,6.49E-10,1,1,1
1,1.39E-11,4.07E-11,1,1,1
1,1.17E-11,8.67E-13,1,1,1
1,2.35E-12,1.56E-13,1,1,1
1,3.01E-08,1.55E-09,1,1,1
0.999994278,2.44E-06,3.37E-06,1,1,1
1,1.01E-09,2.04E-08,1,1,1
0.999909759,8.90E-05,1.22E-06,1,1,1
0.816780269,0.183075204,0.000144512,1,1,1
0.529800653,0.469818264,0.000381001,1,2,0
0.923747063,0.075662203,0.00059082,1,1,1
0.995386302,0.004570236,4.35E-05,1,1,1
0.999961972,3.76E-05,3.61E-07,1,1,1
1,9.00E-10,2.77E-11,1,1,1
1,9.36E-11,2.27E-12,1,1,1
0.999999881,8.56E-08,1.44E-09,1,1,1
0.393751234,0.605840683,0.000408022,2,2,1
7.04E-05,0.999928951,6.52E-07,2,2,1
4.69E-09,1,2.00E-10,2,2,1
3.79E-12,1,1.96E-12,2,2,1
7.07E-11,1,6.24E-12,2,2,1
6.94E-16,1,1.50E-16,2,2,1
2.00E-14,1,8.45E-16,2,2,1
3.64E-16,1,7.27E-18,2,2,1
1.12E-16,1,1.14E-18,2,2,1
1.30E-11,1,8.33E-14,2,2,1
9.68E-08,0.999999881,9.63E-10,2,2,1
1.26E-16,1,3.90E-18,2,2,1
1.16E-18,1,1.52E-20,2,2,1
5.71E-21,1,8.58E-23,2,2,1
6.27E-21,1,3.35E-22,2,2,1
2.18E-18,1,2.05E-19,2,2,1
6.60E-17,1,1.48E-16,2,2,1
7.48E-05,0.999852419,7.27E-05,2,2,1
0.997913659,0.002039583,4.68E-05,1,1,1
1,1.78E-08,1.31E-09,1,1,1
1,3.97E-17,1.76E-15,1,1,1
1,2.91E-13,1.26E-13,1,1,1
1,4.85E-16,2.21E-14,1,1,1
1,1.18E-10,2.44E-10,1,1,1
1,2.61E-08,7.04E-09,1,1,1
0.999999285,2.12E-07,4.94E-07,1,1,1
0.99656564,1.30E-07,0.003434261,1,3,0
0.473971874,9.88E-07,0.526027083,3,3,1
0.521697521,0.129923135,0.348379344,1,1,1
4.33E-06,2.65E-07,0.999995351,3,3,1
0.000480996,2.87E-07,0.999518752,3,3,1
2.51E-10,5.28E-12,1,3,3,1
2.58E-11,5.21E-12,1,3,3,1
1.18E-12,5.42E-13,1,3,3,1
7.48E-07,3.84E-08,0.999999166,3,3,1
3.01E-11,2.88E-11,1,3,3,1
1.25E-13,2.33E-12,1,3,3,1
2.56E-09,2.27E-07,0.999999762,3,3,1
7.55E-08,0.000603212,0.999396682,3,3,1
7.02E-05,0.999901891,2.79E-05,2,2,1
0.940544665,0.058464609,0.000990674,1,1,1
0.999998093,1.76E-06,1.18E-07,1,1,1
0.999997139,2.57E-06,2.17E-07,1,1,1
0.999999642,3.95E-07,4.66E-08,1,1,1
1,5.61E-09,1.11E-09,1,1,1
0.999999046,7.76E-07,9.16E-08,1,1,1
0.999802887,0.000188006,9.20E-06,1,1,1
0.999879003,0.000120204,7.84E-07,1,1,1
0.999822676,0.000176961,3.00E-07,1,1,1
0.986619413,0.013377188,3.44E-06,1,1,1
0.971235871,0.02875999,4.21E-06,1,1,1
0.999899387,9.22E-05,8.42E-06,1,1,1
1,1.81E-08,5.33E-09,1,1,1
0.999976993,2.15E-05,1.50E-06,1,1,1
1,4.44E-09,6.17E-10,1,1,1
1,1.98E-16,1.28E-16,1,1,1
1,1.52E-20,4.13E-21,1,1,1
1,8.16E-24,6.30E-24,1,1,1
1,1.18E-28,2.71E-28,1,1,1
1,0,0,1,1,1
1,3.21E-25,5.43E-26,1,1,1
1,1.49E-18,8.46E-20,1,1,1
1,1.75E-15,2.00E-16,1,1,1
1,1.36E-10,8.51E-12,1,1,1
0.999228358,0.00077005,1.58E-06,1,1,1
1.70E-10,1,3.42E-13,2,2,1
6.56E-12,1,4.53E-14,2,2,1
7.20E-17,1,7.20E-19,2,2,1
2.67E-21,1,8.57E-23,2,2,1
6.56E-15,1,7.77E-17,2,2,1
1.63E-13,1,5.85E-16,2,2,1
1.26E-16,1,6.43E-19,2,2,1
3.26E-20,1,3.29E-22,2,2,1
1.46E-22,1,1.81E-24,2,2,1
4.70E-21,1,8.69E-23,2,2,1
2.95E-22,1,4.55E-24,2,2,1
1.64E-18,1,1.62E-20,2,2,1
2.76E-17,1,2.84E-19,2,2,1
5.72E-15,1,3.09E-16,2,2,1
1.17E-08,1,1.53E-12,2,2,1
0.999998689,1.22E-06,1.69E-07,1,1,1
1,1.16E-15,5.40E-12,1,1,1
1,4.41E-22,6.13E-14,1,1,1
1,4.79E-28,6.74E-19,1,1,1
1,8.75E-25,2.24E-16,1,1,1
1,5.99E-23,3.62E-15,1,1,1
1,1.67E-28,9.42E-19,1,1,1
1,9.14E-24,2.94E-14,1,1,1
1,1.25E-26,1.81E-16,1,1,1
1,3.09E-15,4.92E-12,1,1,1
1,9.43E-20,6.95E-14,1,1,1
1,6.33E-25,1.31E-16,1,1,1
1,1.98E-24,4.42E-17,1,1,1
1,2.56E-24,7.78E-16,1,1,1
1,1.85E-23,2.19E-15,1,1,1
1,9.78E-25,9.80E-17,1,1,1
1,3.72E-24,1.46E-17,1,1,1
1,3.52E-21,2.88E-17,1,1,1
1,1.97E-19,1.22E-17,1,1,1
1,9.29E-17,8.87E-15,1,1,1
1,1.89E-19,4.24E-18,1,1,1
1,1.27E-12,2.44E-09,1,1,1
0.999999881,3.71E-08,6.85E-08,1,1,1
1,1.94E-09,2.58E-09,1,1,1
1,1.86E-11,5.15E-12,1,1,1
1,7.08E-15,2.01E-14,1,1,1
1,9.04E-12,2.73E-12,1,1,1
1,1.54E-11,1.51E-12,1,1,1
1,1.31E-12,9.06E-12,1,1,1
1,2.31E-10,3.72E-09,1,1,1
0.999986649,2.08E-07,1.31E-05,1,1,1
1,8.64E-09,4.12E-08,1,1,1
0.99998033,1.00E-05,9.69E-06,1,1,1
1,8.73E-09,3.08E-09,1,1,1
1,1.57E-10,7.23E-11,1,1,1
0.999999881,7.93E-08,3.63E-09,1,1,1
1,1.32E-10,2.93E-11,1,1,1
1,2.34E-09,1.44E-10,1,1,1
1,8.71E-10,2.72E-11,1,1,1
1,2.62E-10,4.99E-12,1,1,1
0.999930263,6.95E-05,2.02E-07,1,1,1
0.000489005,0.999418378,9.26E-05,2,2,1
4.29E-07,0.999999523,2.18E-08,2,2,1
5.41E-11,1,2.87E-11,2,2,1
8.25E-13,1,1.52E-13,2,2,1
3.75E-16,1,4.46E-16,2,2,1
1.37E-16,1,5.16E-17,2,2,1
7.84E-11,1,4.90E-12,2,2,1
2.80E-14,1,4.90E-15,2,2,1
1.44E-13,1,4.73E-15,2,2,1
7.70E-10,1,1.15E-11,2,2,1
5.84E-13,1,9.14E-15,2,2,1
2.82E-19,1,7.59E-21,2,2,1
3.41E-19,1,1.07E-20,2,2,1
5.81E-20,1,1.32E-20,2,2,1
8.45E-17,1,1.10E-16,2,2,1
9.81E-16,1,2.21E-14,2,2,1
0.722041488,0.276180297,0.001778184,1,1,1
0.99990201,9.55E-05,2.53E-06,1,1,1
1,5.25E-11,9.83E-12,1,1,1
1,4.54E-15,5.06E-15,1,1,1
1,1.38E-11,1.18E-12,1,1,1
1,3.89E-12,8.67E-13,1,1,1
1,1.54E-11,3.63E-12,1,1,1
1,9.24E-11,1.13E-11,1,1,1
1,5.98E-12,1.83E-11,1,1,1
0.999999762,3.25E-10,2.00E-07,1,1,1
0.9959656,3.05E-08,0.004034359,1,1,1
0.999549329,0.000210327,0.000240306,1,1,1
0.184294671,0.003639376,0.812065959,3,1,0
3.49E-08,8.96E-09,1,3,3,1
6.99E-12,1.72E-13,1,3,3,1
5.26E-11,2.26E-13,1,3,3,1
3.40E-08,8.34E-08,0.999999881,3,3,1
8.60E-07,1.49E-08,0.999999166,3,3,1
4.01E-07,2.99E-08,0.999999523,3,3,1
1.64E-10,2.03E-11,1,3,3,1
2.76E-09,7.87E-09,1,3,3,1
5.23E-08,4.68E-06,0.999995232,3,3,1
0.000201624,0.994118214,0.00568017,2,2,1
0.991826773,0.007869131,0.000304159,1,1,1
0.999996305,3.35E-06,3.75E-07,1,1,1
0.999999881,1.33E-07,2.15E-08,1,1,1
0.99999845,1.41E-06,1.41E-07,1,1,1
0.9999156,7.96E-05,4.76E-06,1,1,1
0.999933839,6.22E-05,3.89E-06,1,1,1
0.999550164,0.000429256,2.06E-05,1,1,1
0.999909401,8.74E-05,3.25E-06,1,1,1
0.999967098,3.25E-05,5.33E-07,1,1,1
0.984568,0.015427577,4.47E-06,1,1,1
0.997226059,0.002772159,1.78E-06,1,1,1
0.999999404,4.33E-07,8.05E-08,1,1,1
0.999690056,0.000294477,1.55E-05,1,1,1
0.999999046,7.94E-07,9.28E-08,1,1,1
1,8.30E-14,2.29E-14,1,1,1
1,7.20E-17,2.11E-17,1,1,1
1,8.93E-17,1.34E-17,1,1,1
1,5.96E-23,4.18E-23,1,1,1
1,2.93E-18,1.45E-18,1,1,1
1,8.07E-21,4.60E-21,1,1,1
1,1.14E-21,2.58E-22,1,1,1
1,2.14E-16,1.42E-17,1,1,1
1,2.84E-14,2.82E-15,1,1,1
1,9.09E-11,1.89E-11,1,1,1
4.89E-06,0.999995112,4.67E-09,2,2,1
4.87E-13,1,3.82E-15,2,2,1
2.21E-17,1,2.56E-19,2,2,1
3.39E-21,1,8.69E-23,2,2,1
8.46E-22,1,8.51E-24,2,2,1
3.96E-19,1,5.07E-21,2,2,1
1.33E-21,1,2.22E-23,2,2,1
2.61E-19,1,2.73E-21,2,2,1
4.90E-17,1,3.20E-19,2,2,1
3.94E-21,1,6.05E-23,2,2,1
5.13E-24,1,7.28E-26,2,2,1
3.32E-21,1,3.54E-23,2,2,1
1.72E-15,1,4.58E-17,2,2,1
4.88E-18,1,6.68E-19,2,2,1
3.93E-05,0.99996078,1.06E-10,2,2,1
1,3.87E-13,2.34E-12,1,1,1
1,6.45E-20,3.86E-19,1,1,1
1,4.67E-23,2.44E-17,1,1,1
1,3.02E-28,4.77E-19,1,1,1
1,2.22E-25,1.55E-18,1,1,1
1,2.60E-27,7.79E-20,1,1,1
1,5.49E-29,1.88E-21,1,1,1
1,6.33E-21,5.66E-16,1,1,1
1,7.38E-21,1.64E-17,1,1,1
1,1.23E-20,2.32E-16,1,1,1
1,4.36E-17,9.22E-15,1,1,1
1,1.43E-17,1.07E-15,1,1,1
1,1.38E-23,9.69E-20,1,1,1
1,8.29E-26,8.89E-21,1,1,1
1,1.51E-20,2.07E-16,1,1,1
1,1.31E-16,1.12E-14,1,1,1
1,2.23E-23,6.41E-20,1,1,1
1,5.18E-22,3.16E-18,1,1,1
1,3.16E-17,2.74E-15,1,1,1
1,1.30E-20,3.98E-18,1,1,1
1,5.73E-17,1.01E-13,1,1,1
1,8.42E-17,4.55E-14,1,1,1
1,1.56E-14,7.40E-13,1,1,1
1,3.58E-10,4.66E-09,1,1,1
1,2.55E-09,2.92E-09,1,1,1
1,5.83E-13,5.47E-12,1,1,1
1,1.48E-10,1.21E-10,1,1,1
1,1.52E-16,1.28E-13,1,1,1
1,4.99E-14,1.95E-11,1,1,1
1,3.26E-11,3.77E-09,1,1,1
0.999998927,1.99E-09,1.07E-06,1,1,1
1,2.13E-11,5.06E-09,1,1,1
0.999999881,7.47E-08,4.34E-08,1,1,1
1,3.02E-09,1.60E-08,1,1,1
1,7.27E-12,4.16E-12,1,1,1
1,8.40E-11,1.98E-11,1,1,1
1,1.75E-08,3.82E-09,1,1,1
1,5.51E-10,1.44E-10,1,1,1
1,4.54E-12,1.39E-12,1,1,1
1,2.18E-10,2.61E-12,1,1,1
0.999974251,2.54E-05,3.94E-07,1,1,1
0.1980647,0.801227033,0.000708322,2,2,1
0.000127493,0.999859452,1.30E-05,2,2,1
3.18E-09,1,1.79E-09,2,2,1
1.86E-14,1,1.15E-14,2,2,1
4.77E-16,1,3.57E-16,2,2,1
3.16E-17,1,4.24E-17,2,2,1
1.95E-15,1,1.05E-15,2,2,1
4.15E-12,1,6.57E-13,2,2,1
1.90E-13,1,1.32E-14,2,2,1
9.61E-13,1,2.50E-14,2,2,1
4.11E-16,1,1.01E-17,2,2,1
3.51E-15,1,8.84E-17,2,2,1
3.86E-18,1,1.72E-19,2,2,1
3.91E-21,1,5.89E-21,2,2,1
5.92E-14,1,2.92E-12,2,2,1
0.001232848,0.99861753,0.000149635,2,2,1
0.985545576,0.013965117,0.000489344,1,1,1
0.999987364,1.23E-05,3.32E-07,1,1,1
1,6.42E-18,7.26E-17,1,1,1
1,2.78E-15,7.08E-16,1,1,1
1,1.39E-10,1.02E-11,1,1,1
1,1.73E-10,1.71E-11,1,1,1
1,4.75E-10,6.64E-11,1,1,1
1,3.95E-10,3.06E-11,1,1,1
1,1.69E-10,1.91E-10,1,1,1
1,3.50E-13,8.66E-11,1,1,1
0.999999762,4.10E-08,2.81E-07,1,1,1
0.759147942,1.57E-05,0.240836427,1,3,0
0.151743591,2.91E-06,0.848253489,3,3,1
4.42E-09,2.20E-11,1,3,3,1
3.68E-13,2.00E-17,1,3,3,1
2.51E-12,3.86E-15,1,3,3,1
2.55E-09,2.31E-10,1,3,3,1
3.73E-07,3.87E-07,0.999999285,3,3,1
1.36E-07,1.81E-08,0.999999881,3,3,1
2.67E-07,7.94E-09,0.999999762,3,3,1
1.90E-05,6.29E-05,0.999918222,3,3,1
3.67E-10,2.60E-08,1,3,3,1
4.63E-06,0.012316457,0.987678945,3,3,1
0.993050814,0.006635433,0.000313679,1,1,1
0.999948978,4.67E-05,4.32E-06,1,1,1
0.999998569,1.15E-06,2.77E-07,1,1,1
0.999977469,2.09E-05,1.67E-06,1,1,1
0.99918741,0.00076752,4.50E-05,1,1,1
0.998990357,0.000954369,5.53E-05,1,1,1
0.999426365,0.000554623,1.91E-05,1,1,1
0.999425411,0.000547371,2.73E-05,1,1,1
0.999801934,0.000192062,6.11E-06,1,1,1
0.999949694,4.98E-05,4.80E-07,1,1,1
0.997266769,0.002705302,2.80E-05,1,1,1
0.999732435,0.000255717,1.18E-05,1,1,1
0.999987364,1.18E-05,8.01E-07,1,1,1
1,1.73E-13,3.24E-14,1,1,1
1,8.03E-22,3.58E-22,1,1,1
1,5.83E-24,3.16E-24,1,1,1
1,3.21E-28,1.61E-27,1,1,1
1,1.25E-21,6.99E-22,1,1,1
1,5.98E-19,1.48E-19,1,1,1
1,4.78E-23,2.36E-23,1,1,1
1,4.69E-25,1.31E-25,1,1,1
1,6.58E-24,6.36E-25,1,1,1
1,2.12E-15,2.53E-16,1,1,1
0.9912889,0.00869694,1.42E-05,1,1,1
8.29E-08,0.999999881,4.02E-10,2,2,1
7.03E-17,1,8.12E-19,2,2,1
3.04E-25,1,5.12E-27,2,2,1
2.85E-22,1,6.36E-24,2,2,1
1.29E-19,1,4.21E-21,2,2,1
7.92E-15,1,5.04E-17,2,2,1
1.32E-19,1,2.56E-21,2,2,1
8.97E-23,1,1.68E-24,2,2,1
4.78E-18,1,6.16E-20,2,2,1
3.08E-19,1,3.29E-21,2,2,1
4.52E-15,1,2.59E-17,2,2,1
3.82E-11,1,9.90E-13,2,2,1
1.44E-13,1,1.12E-15,2,2,1
1,1.65E-13,4.28E-16,1,1,1
1,4.84E-20,2.27E-20,1,1,1
1,4.12E-25,6.85E-25,1,1,1
1,1.42E-28,1.64E-22,1,1,1
1,8.13E-26,1.25E-19,1,1,1
1,6.25E-21,1.48E-15,1,1,1
1,8.41E-27,8.50E-21,1,1,1
1,1.82E-29,1.87E-22,1,1,1
1,1.18E-21,8.63E-18,1,1,1
1,2.94E-22,2.01E-18,1,1,1
1,1.56E-20,2.49E-17,1,1,1
1,1.68E-16,3.10E-15,1,1,1
1,4.05E-21,1.22E-17,1,1,1
1,2.37E-20,1.34E-17,1,1,1
1,4.65E-20,5.57E-18,1,1,1
1,1.46E-26,4.66E-21,1,1,1
1,1.25E-18,2.30E-17,1,1,1
1,5.01E-13,1.56E-12,1,1,1
1,4.91E-15,6.65E-14,1,1,1
1,8.81E-19,4.21E-18,1,1,1
1,4.97E-20,3.70E-18,1,1,1
1,3.59E-12,1.73E-10,1,1,1
1,9.92E-16,7.33E-14,1,1,1
1,2.07E-16,7.61E-12,1,1,1
1,2.25E-13,1.25E-11,1,1,1
1,6.46E-09,9.86E-09,1,1,1
1,1.16E-10,6.87E-11,1,1,1
1,7.05E-11,2.12E-10,1,1,1
1,3.82E-19,6.63E-15,1,1,1
1,3.80E-17,1.29E-11,1,1,1
1,6.34E-13,2.44E-09,1,1,1
0.999999404,1.16E-09,5.50E-07,1,1,1
1,6.97E-12,3.16E-09,1,1,1
0.999999523,1.95E-09,5.30E-07,1,1,1
1,1.69E-08,1.92E-08,1,1,1
1,2.86E-09,2.79E-09,1,1,1
1,1.96E-12,1.30E-10,1,1,1
1,3.88E-13,4.36E-12,1,1,1
0.999999881,1.19E-07,5.71E-09,1,1,1
1,2.75E-13,3.91E-14,1,1,1
1,2.24E-13,6.22E-15,1,1,1
1,1.12E-09,1.72E-11,1,1,1
0.999997973,2.00E-06,2.67E-08,1,1,1
5.55E-05,0.999910712,3.37E-05,2,2,1
8.69E-07,0.999998689,4.88E-07,2,2,1
9.46E-13,1,6.93E-13,2,2,1
1.78E-10,1,9.83E-11,2,2,1
2.25E-13,1,3.47E-13,2,2,1
7.93E-14,1,1.82E-13,2,2,1
1.03E-15,1,6.37E-15,2,2,1
4.03E-11,1,1.31E-11,2,2,1
1.14E-12,1,3.24E-13,2,2,1
1.36E-16,1,1.36E-16,2,2,1
6.94E-19,1,1.74E-18,2,2,1
8.91E-15,1,5.35E-15,2,2,1
3.25E-14,1,8.54E-14,2,2,1
0.004169076,0.99528259,0.000548215,2,2,1
0.933511257,0.065949291,0.000539434,1,1,1
0.999997973,1.93E-06,6.48E-08,1,1,1
1,1.47E-09,5.64E-11,1,1,1
1,2.27E-20,5.42E-19,1,1,1
1,1.04E-22,7.20E-22,1,1,1
1,1.89E-17,2.34E-17,1,1,1
1,2.91E-17,5.07E-17,1,1,1
1,1.68E-15,8.47E-16,1,1,1
1,3.91E-15,1.41E-15,1,1,1
1,1.82E-11,9.55E-12,1,1,1
1,1.33E-08,2.07E-09,1,1,1
0.999999881,4.48E-10,1.37E-07,1,1,1
0.970911145,1.67E-06,0.029087208,1,3,0
0.453065068,1.24E-06,0.546933711,3,3,1
6.78E-06,4.19E-10,0.999993205,3,3,1
4.04E-10,8.68E-15,1,3,3,1
1.22E-14,8.18E-20,1,3,3,1
5.95E-08,3.75E-07,0.999999523,3,3,1
1.02E-05,2.93E-06,0.999986887,3,3,1
4.33E-10,1.50E-09,1,3,3,1
1.07E-09,1.69E-10,1,3,3,1
5.07E-07,3.57E-06,0.999995947,3,3,1
2.23E-05,0.001023572,0.998954177,3,3,1
5.16E-05,0.960858643,0.039089691,2,2,1
0.999300241,0.000663412,3.63E-05,1,1,1
0.999911547,8.11E-05,7.41E-06,1,1,1
0.999932528,6.36E-05,3.87E-06,1,1,1
0.999927998,6.74E-05,4.66E-06,1,1,1
0.999994636,4.93E-06,5.01E-07,1,1,1
0.999999881,1.13E-07,2.07E-08,1,1,1
0.999998808,1.14E-06,4.56E-08,1,1,1
0.999972343,2.66E-05,1.12E-06,1,1,1
0.999925137,7.38E-05,1.08E-06,1,1,1
0.999771655,0.000224726,3.53E-06,1,1,1
0.999870658,0.000122255,7.05E-06,1,1,1
0.999989152,1.02E-05,7.60E-07,1,1,1
1,9.49E-14,3.85E-14,1,1,1
1,3.46E-23,5.44E-23,1,1,1
1,4.63E-23,3.28E-23,1,1,1
1,6.76E-22,5.87E-22,1,1,1
1,5.01E-21,3.36E-21,1,1,1
1,6.80E-31,7.01E-29,1,1,1
1,1.75E-26,8.42E-25,1,1,1
1,1.12E-26,4.45E-26,1,1,1
1,3.92E-21,2.21E-21,1,1,1
1,5.23E-16,3.01E-17,1,1,1
0.999974728,2.50E-05,2.83E-07,1,1,1
1.99E-14,1,2.04E-16,2,2,1
3.87E-19,1,5.23E-21,2,2,1
3.90E-21,1,6.87E-23,2,2,1
1.02E-21,1,2.22E-23,2,2,1
1.86E-18,1,3.32E-20,2,2,1
9.72E-21,1,9.52E-23,2,2,1
2.53E-19,1,2.75E-21,2,2,1
2.15E-16,1,1.45E-18,2,2,1
7.81E-15,1,7.20E-17,2,2,1
3.26E-19,1,4.97E-21,2,2,1
1.13E-16,1,2.14E-18,2,2,1
3.57E-14,1,1.53E-15,2,2,1
5.34E-06,0.999994636,4.10E-10,2,2,1
1,5.13E-18,2.17E-19,1,1,1
1,1.59E-20,1.37E-21,1,1,1
1,7.06E-29,1.17E-26,1,1,1
1,4.04E-33,7.61E-27,1,1,1
1,2.17E-24,5.94E-19,1,1,1
1,4.21E-23,9.50E-18,1,1,1
1,6.16E-25,6.13E-19,1,1,1
1,8.81E-28,4.58E-22,1,1,1
1,6.36E-19,3.41E-17,1,1,1
1,8.84E-21,2.06E-18,1,1,1
